肖申克的救赎,9.7,1942929,"['20世纪40年代末,小有成就的青年银行家安迪(蒂姆·罗宾斯 Tim Robbins 饰)因涉嫌杀害妻子及她的情人而锒铛入狱。在这座名为肖申克的监狱内,希望似乎虚无缥缈,终身监禁的惩罚无疑注定了安迪接下来灰暗绝望的人生。未过多久,安迪尝试接近囚犯中颇有声望的瑞德(摩根·弗里曼 Morgan Freeman 饰),请求对方帮自己搞来小锤子。以此为契机,二人逐渐熟稔,安迪也仿佛在鱼龙混杂、罪恶横生、黑白混淆的牢狱中找到属于自己的求生之道。他利用自身的专业知识,帮助监狱管理层逃税、洗黑钱,同时凭借与瑞德的交往在犯人中间也渐渐受到礼遇。表面看来,他已如瑞德那样对那堵高墙从憎恨转变为处之泰然,但是对自由的渴望仍促使他朝着心中的希望和目标前进。而关于其罪行的真相,似乎更使这一切朝前推进了一步......                                                                              本片根据著名作家斯蒂芬·金(Stephen Edwin King)的...                            (展开全部)', '当年的奥斯卡颁奖礼上,被如日中天的《阿甘正传》掩盖了它的光彩,而随着时间的推移,这部电影在越来越多的人们心中的地位已超越了《阿甘》。每当现实令我疲惫得产生无力感,翻出这张碟,就重获力量。毫无疑问,本片位列男人必看的电影前三名!回顾那一段经典台词:“有的人的羽翼是如此光辉,即使世界上最黑暗的牢狱,也无法长久地将他围困!”', '策划了19年的私奔......', '“这是一部男人必看的电影。”人人都这么说。但单纯从性别区分,就会让这电影变狭隘。《肖申克的救赎》突破了男人电影的局限,通篇几乎充满令人难以置信的温馨基调,而电影里最伟大的主题是“希望”。\r当我们无奈地遇到了如同肖申克一般囚禁了心灵自由的那种囹圄,我们是无奈的老布鲁克,灰心的瑞德,还是智慧的安迪?运用智慧,信任希望,并且勇敢面对恐惧心理,去打败它?\r经典的电影之所以经典,因为他们都在做同一件事—...', '超级喜欢超级喜欢,不看的话人生不圆满.', '因为1994年台湾引进了一部比较卖座的老片The Sting,被错译成了《刺激》。到了1995年本片上映时,片商觉得其剧情与《刺激》有类似的地方(大概都属于高智商的复仇?),因此被译成了《刺激1995》,1998年又有一部片子Return To Paradise因为含有牢狱情节,被译成《刺激1998》!']"
霸王别姬,9.6,1431202,"['陈凯歌可以靠它吃两辈子饭了,现在看来江郎才尽也情有可原', '他竟当面一语点破:虞姬是真虞姬,霸王是假霸王。', '就凭这个,我愿意原谅陈凯歌一切的烂片 你只要伟大过一次就可以了 就凭这个 哥哥你是我心中永远不朽的传奇 你是全世界最大的角儿', '往事不要再提,人生已多风雨。纵然记忆抹不去,爱与恨都还在心里。真的要断了过去,让明天好好继续,你就不必再苦苦追问他的消息。爱情他是个难题,让人目眩神迷,忘了痛或许可以,忘了你却太不容易。我对你仍有爱意我对自己无能为力。', '那么好的国粹,连日本人都知道要护着,你们说烧就烧......大多数开始于民国间的故事,最难捱的都是那段时间。']"
